Tue Aug  1 23:17:21 2017 us=537294 Current Parameter Settings:
Tue Aug  1 23:17:31 2017 us=650858 Expected Remote Options String (VER=V4): 'V4,dev-type tun,link-mtu 1560,tun-mtu 1500,proto TCPv4_CLIENT,comp-lzo,keydir 1,cipher AES-256-CBC,auth SHA1,keysize 256,tls-auth,key-method 2,tls-client'
Tue Aug  1 23:17:31 2017 us=650892 TCP connection established with [AF_INET]124.127.118.179:60414
Tue Aug  1 23:17:31 2017 us=650905 TCP_SERVER link local: (not bound)
Tue Aug  1 23:17:31 2017 us=650915 TCP_SERVER link remote: [AF_INET]124.127.118.179:60414
RTue Aug  1 23:17:32 2017 us=223326 124.127.118.179:60414 TLS: Initial packet from [AF_INET]124.127.118.179:60414, sid=937bc5d3 cf0e1e2e
WRRWRWRWRWRWRWWWRRRWRWRWRWRWRWRWRWRWRWRWRWRWRWRWRWRWRWRWRWRWRWRWRWRWRTue Aug  1 23:17:36 2017 us=613106 124.127.118.179:60414 VERIFY OK: depth=1, C=CN, ST=BeiJing, L=BeiJing, O=AoDun, OU=AoDunDianDqiang, CN=AoDun CA, name=EasyRSA, emailAddress=544571279@qq.com
Tue Aug  1 23:17:36 2017 us=613408 124.127.118.179:60414 VERIFY OK: depth=0, C=CN, ST=BeiJing, L=BeiJing, O=AoDun, OU=AoDunDianDqiang, CN=client1, name=EasyRSA, emailAddress=544571279@qq.com
WRWRWRWRWRWRWRWRTue Aug  1 23:17:37 2017 us=938157 124.127.118.179:60414 peer info: IV_VER=2.3.3
Tue Aug  1 23:17:37 2017 us=938220 124.127.118.179:60414 peer info: IV_PLAT=win
Tue Aug  1 23:17:37 2017 us=938363 124.127.118.179:60414 Data Channel Encrypt: Cipher 'AES-256-CBC' initialized with 256 bit key
Tue Aug  1 23:17:37 2017 us=938384 124.127.118.179:60414 Data Channel Encrypt: Using 160 bit message hash 'SHA1' for HMAC authentication
Tue Aug  1 23:17:37 2017 us=938395 124.127.118.179:60414 Data Channel Decrypt: Cipher 'AES-256-CBC' initialized with 256 bit key
Tue Aug  1 23:17:37 2017 us=938407 124.127.118.179:60414 Data Channel Decrypt: Using 160 bit message hash 'SHA1' for HMAC authentication
WRTue Aug  1 23:17:38 2017 us=510313 124.127.118.179:60414 Control Channel: TLSv1.2, cipher TLSv1/SSLv3 ECDHE-RSA-AES256-GCM-SHA384, 2048 bit RSA
Tue Aug  1 23:17:38 2017 us=510393 124.127.118.179:60414 [client1] Peer Connection Initiated with [AF_INET]124.127.118.179:60414
Tue Aug  1 23:17:38 2017 us=510475 client1/124.127.118.179:60414 OPTIONS IMPORT: reading client specific options from: ccd/client1
Tue Aug  1 23:17:38 2017 us=510576 client1/124.127.118.179:60414 MULTI_sva: pool returned IPv4=10.8.0.6, IPv6=(Not enabled)
Tue Aug  1 23:17:38 2017 us=510965 client1/124.127.118.179:60414 MULTI: Learn: 10.8.0.6 -> client1/124.127.118.179:60414
Tue Aug  1 23:17:38 2017 us=510983 client1/124.127.118.179:60414 MULTI: primary virtual IP for client1/124.127.118.179:60414: 10.8.0.6
Tue Aug  1 23:17:38 2017 us=510995 client1/124.127.118.179:60414 MULTI: internal route 10.10.1.0/24 -> client1/124.127.118.179:60414
Tue Aug  1 23:17:38 2017 us=511007 client1/124.127.118.179:60414 MULTI: Learn: 10.10.1.0/24 -> client1/124.127.118.179:60414
RTue Aug  1 23:17:40 2017 us=862921 client1/124.127.118.179:60414 PUSH: Received control message: 'PUSH_REQUEST'
Tue Aug  1 23:17:40 2017 us=862984 client1/124.127.118.179:60414 SENT CONTROL [client1]: 'PUSH_REPLY,route 10.0.0.0 255.0.0.0,redirect-gateway,dhcp-option DNS 114.114.114.114,dhcp-option DNS 8.8.4.4,route 10.8.0.0 255.255.255.0,topology net30,ping 10,ping-restart 120,ifconfig 10.8.0.6 10.8.0.5' (status=1)
WWRRRRRRRTue Aug  1 23:17:42 2017 us=93386 client1/124.127.118.179:60414 MULTI: bad source address from client [::], packet dropped
RRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRwRRRRRRRRrWRRRRRRwRRrWRRRRRRRwrWRRRRRRwRRRrWRRRRRRRwrWRRwRwRRrWrWRwRwrWrWrWrWrWRwrWRwRwRwRwRwRwRwRwrWrWrWrWrWrWRwRwRwRwRwRwrWrWrWrWrWrWrWrWrWrWRwRRRRrWrWrWrWrWrWRRRwRwRwRwRwRwRwRwRwRwRwrWrWrWrWrWrWrWrWrWRwRwRwRwrWrWrWrrrrrrrrrrrrrrrrrrrrrWWWWWWrWWWWWWWWWWWWWWWWRwRRRRRRRRRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRRRRRRRwRwRRRRwRwRwRRwRwrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrrrrrrrrrrrrrrrWWWWWWWWWWWWWWWRwRwRwRwRwRwrWrWrWrWRwRwRwRwRwRwRwRwrWrWRwRwRwRwRwRwRwRwrWrWrWRwRwRwRwrWrWRwrWRwRwRwRwrWRwRwRwRwRwRwRwrWrWrWrWrWrWrWrWRRrWRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwrWRwRwRwRwrWrWrWrWrWrWrWrWrWrWrWrWRwrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWRwRwRwRwRwRwRwRwRwRwRwRwrWrWrWrWrWrWrWrWRwRRRwrWRwRwRwRwRwRwRwRwRwRwrWrWrWrWrWrWrWrWrWRwrWRwrWrWRwRwRwRwRwRwRwRwRwRwRwRwrWRwRwrWrWrWrWrWrWrWrWrWrWrWrWrWrWRwrWRwRwRwRwRwRwRwRwRwRwrWrWrWrWrWrWrWrWrWrWrWRwRwrWRwRwRwRwrWRwrWrWrWrWRwRwrWRwRwRwRRrWRwRwrWrWRwrWRrWrWrWrWrWRwRwRwRwRwRwRwRwRwRwRwrWrWrWrWrWRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWRwrWrWrWrWRwrWRwrWRwRwRwRwRwRwRwRwRwrWRwRRRwrWRwRwRwrWRwRwrWrWrWrWRwRwRwrWrWrWRwRwRwRwRwRwrWrWrWrWrWrWRwRwRwRwRwRwRwRwRwRwRwrWrWrWrWrWrWrWrWrWrWrWrWRwRwrWrWrWrWRwRwRwRwRwRwRwRwRwrWRwRwRwRwRwRwRwRwRwRwRwRwRwRwrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWRwRwRwRwrWrWrWrWrWrWrWrWrWrWrWrWRRrWrWRwRwRwRwRwRwRwRwRwRwRwRwRwRwrWrWrWrWRwRwrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrrrWWrrrrrrWWWWWWWRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwrWrWrWrWrWRwrWrWrWrWrWrWrWRwRwRrWRwRwRwRwRwRwRwRwrWRwRRwrWrWrWrWrWrWrWrWRwrWrWRwRwrWRwRwRwRwRwrWrWrWrWrWrWrWRwrWRwRwRwRwRwrWrWrWrWrWrWrWRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwrWrWrWrWRwRwRwrWRwRwRwRwRwrWrWrWrWrWrWrWrWrWrWrWrWrrWWRwrWrWrWrWrWrWRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwrWrWRwRwrWrWRwRwRwrWrWrWrWrWrWRwrWRwrWrWRwrWrWRwRwRwRwRwRwRwrWrWRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWRwrWrWrWrWRwrWRwRwRRwRwRwrWrWrWrWRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRRwRwRwRwRwRwRwRwRwrWRwRwRwRwRwRwRwRwRwrWrWrWrWrWrWrWrWRwrWrWrWrWrWrWrWrWRwrWrWrWrWrWrWrWrWrWrWrWRwrWrWrWrWrWrWrWrWrWrWrWrWRwRwRwRwRwrWrWrWrWRwrWrWrWrWRwRwRwRwRwRwRwRwRwRwRwRwrWrWrWRwRwrWrWrWrWrWrWrWrWRwRwRwRwrWrWRwRwrWRwRwRwRwRwRwRwRwRwRwRwrWrWrWrWrWrWrWrWRwrWrWRwRwRwRwRwrWrWrWRwRwRwRwRwRwRwRwrWrWrWrWrWRwRwRwRwRwrWrWrWrWrWrWRwrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrrrrrrrrrrrrrrrrrrrrrWWWWrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrWWWWWWWWWWWrrrrrrrrrrrrrrrrrrrrrrrrrTue Aug  1 23:18:05 2017 us=689714 client1/124.127.118.179:60414 MULTI: packet dropped due to output saturation (multi_process_incoming_tun)
Tue Aug  1 23:18:05 2017 us=689777 client1/124.127.118.179:60414 MULTI: packet dropped due to output saturation (multi_process_incoming_tun)
Tue Aug  1 23:18:05 2017 us=689792 client1/124.127.118.179:60414 MULTI: packet dropped due to output saturation (multi_process_incoming_tun)
Tue Aug  1 23:18:05 2017 us=689804 client1/124.127.118.179:60414 MULTI: packet dropped due to output saturation (multi_process_incoming_tun)
Tue Aug  1 23:18:05 2017 us=690892 client1/124.127.118.179:60414 MULTI: packet dropped due to output saturation (multi_process_incoming_tun)
Tue Aug  1 23:18:05 2017 us=690922 client1/124.127.118.179:60414 MULTI: packet dropped due to output saturation (multi_process_incoming_tun)
Tue Aug  1 23:18:05 2017 us=694911 client1/124.127.118.179:60414 MULTI: packet dropped due to output saturation (multi_process_incoming_tun)
Tue Aug  1 23:18:05 2017 us=695595 client1/124.127.118.179:60414 MULTI: packet dropped due to output saturation (multi_process_incoming_tun)
Tue Aug  1 23:18:05 2017 us=695630 client1/124.127.118.179:60414 MULTI: packet dropped due to output saturation (multi_process_incoming_tun)
WWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwrWrWRwRwRwRwRwRwRwRwRwRwRwRwRwrWRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwrWrWrWrWrWRwRwRwRwRwRwRwRwrWRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwrWRwRwRwRwRwRrWRwRwrWrWRwRwrWrWrWRwRwrWRwrWrWrWRwRwRwrWrWrWRwRwRwRwrWrWrWrWRwrWrWrWrWRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwrWrWrWrWrWrWrWRwRwRwrWrWrWrWrWrWrWRwRwrWrWrWrWrWrWrWrWrWrWrWrWrWrWRwRwRwrWrWrWrWrWRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwrWrWrWrWrWrWrWrWrWRwRwRwRwRwRwRwRwRwRwRwrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrrrrWWWWRwRwRwRwrWrWrWRwrWRRRwRwrWrWrWRwRwRwRwRwRwRwRwRwRwRwRwrWRwRwRwRwRwRwRwRwRwrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWRwRwrWrWRwRwrWRwRwRwRwrWRwRwRwRwRwrWRwRwrWrWrWrWrWrWrWrWrWrWrWRwrWrWrWrWrWRwRwrWRwRwRwRwRwrWrWrWRwrWrWrWrWrWrWRwRwRwRwRwrWrWrWrWrWrWrWrWrWrrrrWWWWRwRwRwRwRwRwrWRwRwrWRwRwrWrWrWRwRwRwRwRwRwRwRwRwrrrrrrrrrrrrrrrrrrWWWWWWWWWWWWWrWWWWWWRwRwRwRwRwRwRwRwRwrWRwrWrWrWrrrrrrrrrrWWWWrrrWWWWWWWWWRwRwRwRRwRwRwRwRwRRwRwrrrWrrWWWWRwRwRwRwrWrWrWrWrWrrrrrrWWrrrWWWWWWWRwRwRwRwRwRwRwRwRwRwrWrWRwRwRwRRwRwRwRwRwRwRwRwRwRwrWrWrWrWrWrWrWrWrWrWrWrWrWRwRwRwRwRwRwrWRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwrWrWrWrWrWrWrWrWrWrWRwRwRwRwRwRwRwRwrWRrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWRrWrWrWrWrWrWrWrWRwRwRwRwRwrWRwRwrWrWrWrWrWrWrWRwrWRwRwRwRwrWrWRwRwrWrWrWrWrWRwRwrWRwRwRwrWrWrWRwrWRwRwRwrWRwrWRwRwRwrWrWrWRwrWrWrWrWrWrWrWrWrWRwRwRwrWRwRwRwRwrWrWrWRwRwRwRwRwRwRwRwrWrWrWrWrWrWRRrWrWRwRwrWRwRwRwRwRwrWrWrWRwRwrWrWrWrWRwRwRwrWrWrWRwRwRwRwRwRwrWrWRwrWrWRwRwRwRwrWrWrWRwRwrWRwrWrWrWRwRwRwRwrWrWRwRwRwRwrWrWrWRwRwRwRwrWrWrWrWrWrWrWrWrWrWrWRwRRrWrWrWrWrrrrrrrrrrrrrrrWWWWWWrWrrrrrrrrrrrrrrWWWWWWWWWWWrWWWWWWrWWWWWWWWRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwrWrWrWrWrWrWrWrWrWrWrWrWrrrrrrrrrrrWWWWWWWWWWWRwRwRwrWrWrWrrrrrrrrrrrrrrrrrrWWWWWWrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrWWWWWWWWWWWWWWrrWWWWWWWWWWWWWWWWWWWWWWWrWWWWWWWWWWWWWWWRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRRwRwRwRwRwRRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwrWrWrWrrrrWWWWRwrWRwrWrWrWrWrWrWrWrWrWrrrrrrrrrrrrrrrrrrWrrrrrWWWWrrrrrrrrrrrWWWrrrrrrrWrrrrrWrrrrrrrrrrrWWWWrrrrrWrWWWrrrrrrrrrrrrrrrWWWWrrrWWWWWWWWWWWWWrrWWWWWWrWWWWWWWWWWWWWWWWWWWWrrWWWWWWWWWWWrrWWWrrWWWWWWWWWWWWWWWRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwrWrWRwRwRwRRwRwRRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwrWRwRwRwRwRwRwRwRwRwRwRwrWrWrWrWRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwrWrWrWrWrWrWrWrWrWrrrrrrrrrrrrrrrrrrrrrrWWWWWWWWWWrrWWWWWrrWWWWrWWWWWWWWRwRwRwRwRwRwRRwRwRwRwRwRwRwRwRwRwRRwRwRwRwRwRwRwRwRwRwRwrWrWrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrWWrrrrrWWWWWWrrWWWWWWWWWWWWWWWrWWWWWWWWWrrrWWWWWWWWWWWWWWWWWWWWWRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwrWrWrWrWrWRwRwrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrrrrrrrrrrWWWWWWWWWWRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwrWrWrWrWrWrWrWRwRwRwRwRwRwRwrWrWrWrWrWrWrWrWrWrWrWrrrrrrrrrrrrrrrWWWWWWWWWWWrrrrrWWWWWWWWWRwRwRwRwRwRwRRwRRwRwRwRwRwRwRwRwRwRwRwrWrWrrrrrrrrrrrrrrrWWWWWWWWWWWWrWWWWRwRwRwRwRwRwRwRwRwRwRwRwrWRwRwRwRwRwRwRwRwrWrWrWrWrWrWrWrWrWRwrWRwRwRwRwRwRwrWrWRwrWrWRwRwRwrWrWrWrWRwRwRwRwrWrWrWrWrWrWrWrWrWrWrWrWrWrWRwRwRwrWrrrWWWRwRwrWrWRwRwRwRwRwRwRwRwRwRwRwRwRwRwrWrWrWrWrWrWrWrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrWWWrWWWWWWrrrWWWWWWrrrrrrrrrrrrrWWWWWWWWWWrWWWWWWWWWWWWWWWrWWWrrWWWWWWWWWWWWWRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwrWRwRwRwRwRwRwRwRwRwRwRwRwRwRRwrWRwRRwRwRwRwRwRwRwRwRwRwRwrWrWrWrWrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrWWWWWWWWWWWWWWWWWWWWWWWrWWWWWWWWWWWWWWWWWWWWWWWWWWrWWWRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwrWrrrrrrrrrrrrrrWrWWWWWWWWWWWWWWRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwrWrWRwRwRwRwRwRwRwRwRwRwRwRwrWrWrWrWrWrWrWrrrrrrrrrrrrWWWWWWWWWWWWRwRwRwRwRwRwRwRwRwRwRwrWrWrWRwrWRwRwRwRwRwRwRrWrWrWrWrWrWrWrWrWrWrWrWrWrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrWWWWWWWrWWWWWWWWWWWWWrrrWWWWrrWWWWWWWWWWWWWWWRRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWRwRwRwRwRwRwRwRwRwRwRwRwRwrWrWrWRwRwRwRwRwRwRwRwRwRwrWrrrrrrrrrrrrrrWWWWWWWWWWWWWWRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwrWRwRwRwrWrWRwRwRwRwRwrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrWWWWWWWWWWWrrrrrrrrWWWWWWWWWWWWWWrWWWWWWWWWWWWWWWWrrrrrrWWWWWWWWWWWRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwrWrWrWrWrWrWrWrWrWrWrWrWrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrWWWWWWWWWWWWWWWWWWWWWWWWWWWWWrWWWWWWWWWrWWWWWWWWWrrrrrrrrrrrrrWWWWWWWWWWWWWWWWWWWRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwrWRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRRRwRwRwRwRwRwrWrWrWRwRwRwRwRwRwRwRwRwRwRwrWrWrWrWRwRwRwRwRwRwRwRwRwRwRwRwrWrWrWrWRwRwRwRwRwRwRwrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWrWRwRwRwRwRwRwRwRwRwrWrrrrrrrrrrrrrrrrrrrrrrrrrrrrrWWWWWWWWWWWWWWWWWWWWWWWWWWWWWRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwrWrWrrrrrrrrrrrrrrWWWWWWWrWWWWWWWWRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwrWrWrWrWrWRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwrWrWrWrWRwrWRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrWWrrrWWWWWWWWWWWWWWWWWWWWWWWWrWWWWWWWWWWWWWWWWWWWWRwRwRwRwRwRwRwRwRRwRwRwRwRRwRwRwRwRwRwrWrrrrrrrrrrrrrrrrrrrrrrWWWWWWWWWWrrrWWWWWWWWWrrWWWWWWWWRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwrrrWWWRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwrrrrrrrrrrrrrrrrrrrrrrrrrrWWWWWWWWWWWWWWWWWrrWWWWWWWWWWWRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwRwrWrWrWrWrWrWrWrWrWrWrWrWrWrWrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrWrrrrrrTue Aug  1 23:18:42 2017 us=36069 client1/124.127.118.179:60414 MULTI: packet dropped due to output saturation (multi_process_incoming_tun)
Tue Aug  1 23:18:42 2017 us=36152 client1/124.127.118.179:60414 MULTI: packet dropped due to output saturation (multi_process_incoming_tun)
Tue Aug  1 23:18:42 2017 us=36182 client1/124.127.118.179:60414 MULTI: packet dropped due to output saturation (multi_process_incoming_tun)
Tue Aug  1 23:18:42 2017 us=59828 client1/124.127.118.179:60414 MULTI: packet dropped due to output saturation (multi_process_incoming_tun)
Tue Aug  1 23:18:42 2017 us=59910 client1/124.127.118.179:60414 MULTI: packet dropped due to output saturation (multi_process_incoming_tun)
